,text,sentiment
18847,happy grey`s day everyone ! oh i miss grey`s,positive
18848,i think % the irish population manchester come my house today yet none them the person i want to see,neutral
18849,around reading bed,neutral
18850,so the beneath show get cancel bummer ! i guess i wo nt see you til cornerstone who you goign ?,neutral
18851,hi anyone there ? !,negative
18852,keep try ... take text all week long,neutral
18853,can`t concentrate need a booster to woork,neutral
18854,but i can still putt yard long than you can hit your driver,neutral
18855,colossus laugh Loud cheer mate yeah it go well thank,negative
18856,no i nt ! i could nt liverpool today all day you ?,positive
18857,girl you crazy ... i love ! you hahaha and i get lp chap,neutral
18858,hang rex miss alabama and my nanna already ...,positive
18859,michael scofile noo ! i hate the writer director n production,negative
18860,hey oprah just watch the show hugh jackman i love him too he so sexy,negative
18861,aww the boy no beard ? i like their manly man ness asylm,positive
18862,goosh ! someone pay my lastfm subscription,positive
18863,thee yon the near walgreen upon arrival,positive
18864,i incredily love read your tweet ! they so entertaining keep it,neutral
18865,marley cry more ball throwing keep eye me the door,positive
18866,kind of.i`m try to make sure i everything yet still look the boy.hubby not home yet,negative
18867,morning sweetie you cool ?,positive
18868,love that book ! my vw i about to turn name scout,positive
18869,a mood listen the old stuff ... this time around not that old but old enough,positive
18870,i not like demi ... i like la land and don`t forget you like ashley tisdale ?,neutral
18871,aw that sound amazing but i think i work thank you invite me though,neutral
18872,thnkn bout yesterday good day ever ! & 2day virtus treviso da futurshow hard game get to win,positive
18873,great night,neutral
18874,think someone now a day i think more and code less what it ... ?,positive
18875,same,neutral
18876,soo tired ... want to crawl back bed,neutral
18877,i think you should come tomarrow because i really really really look foreword see you please come ?,negative
18878,yeah that my point >.< please nt make me feel bad than i,positive
18879,to change practice pool someone throw our normal pool,negative
18880,fear me samee it suck,neutral
18881,watch maxium why can not i look beautiful like those girl,negative
18882,cry cuz people wo nt follow me !,negative
18883,man it start to rain real hard,negative
18884,i just get my nail do n i already mess them alejandra,negative
18885,noo good guy well,negative
18886,i think i just go to wind go home and go bed,positive
18887,hella wow no doubt,neutral
18888,your the voice i hear my head the reason that i singe i get ta find you i need to find you,positive
18889,yeah i fall asleep i sorry no way the world i wake laugh Loud i to work am,neutral
18890,most my friend want to try it yesterday but fail because the whole thingy ... it work fine me,negative
18891,efron again amazing ! i see it time it`s just hilarious and you fantastic,neutral
18892,kelly bum the maxi dress ! i think they so cute summer but i only,positive
18893,amy meredith a soccer team ? well i also news soccer my team win aswell !,positive
18894,say final farewell to roommate almost finish pack then it dc or bust the 3rd california i divorce you !,positive
18895,darn it i crave wedding cake ... a craving that very hard to satisfy anything else !,neutral
18896,if i can run then i will join you ... miss run,negative
18897,today not go to relax like i hope,negative
18898,happy b out school ! people just piss me sometimes,negative
18899,listen my own playing a friend album and disgust every second it ... i suck normal reaction every album,positive
18900,its just those day,negative
18901,able to create an itune acct but can no longer redeem the kris allen album note say it get cancel,neutral
18902,yeah totally unfair we should just flame them everywhere,negative
18903,we may not movie night this week unless it like really early the morning you laugh Loud,negative
18904,stupid alarm ! laugh loud morning twiit,neutral
18905,pinkapple not much the weekend here knox shortly & definitely must the garden a wee bit neglect,negative
18906,this what i mean when i say my skin terrible plus sunburnt chest,positive
18907,i hope so i know woo ! haha time it exciting laugh loud,negative
18908,sick ! i totally get gh5 too bad you guy not to play boston,positive
18909,well you my man you and your truck too many mile away !,negative
18910,just wake a delightful nap i can not desribe how much success involve an am nap sat night need rhubarb now,negative
18911,shiraz event an anti - bahai center.not a mosque or election campaign.sadly child wr involved zahedan,positive
18912,you will fine not worry ... good luck again,negative
18913,still hope a job ... but now i strep so look like i wo nt look place the next couple day,positive
18914,shaw guy over when i want to sleep,negative
18915,look that person a very different pov never think i would see this day arrive !,neutral
18916,it`s am and i still not go to sleep yet ! up early to hit the beach and then shop yay,neutral
18917,i miss so much i wish i enough money to him again,positive
18918,laugh Loud i sure it would the most kick azz version we ever hear !,negative
18919,i play good because i a big baby,positive
18920,the store ! laugh Loud i not any liquour here,positive
18921,spark heheh odd though i think a couple the other i would do well,neutral
18922,look like i can go see jeffree star afterall i tell my dad he would hate the music & he say i could go alone,neutral
18923,watchin a moovie ... and i site go ma friend sara`s tomorrow a.m. she injure i luv ya`ll i will keep You update,neutral
18924,pic nt work me here twitter,neutral
18925,good morning am plan the day ... nope nothing interesting,negative
18926,wow that very buddhist o o hooray jews,neutral
18927,boo jealous can you add and i really wish nicole here but we all know what she really do that tweet ?,positive
18928,cool look forward frequent tweet,neutral
18929,hey where my left ? she never respond bacc,positive
18930,watch jay leno tonite ! it`s his last day as the tonite show host and late nite leader,negative
18931,i soo tired i to study all my subject history gon na so hard ! >.< help me,neutral
18932,needs show wednesay ! oh well ... come come all irvine improv live gotham showcase pm lot good comic_strip then me,negative
18933,it the non - ww fail that work,positive
18934,ok happy star wars day everyone as they say may the 4th you,negative
18935,the video myspace so funny ... You run a lot hahaha i vote,positive
18936,just get sting nettle laugh loud about finger and i mean come that dude the apple need to step it a notch !,positive
18937,ohh ladyhawke channel i sort of a thing rutger hauer,neutral
18938,feel sad coz i nt able to play the guy !,neutral
18939,i need to sleep a whole day to recover this birthday ! i get so old,negative
18940,lovato never well thank what you ?,neutral
18941,i a palm now i would like an htc hd but it cost time more than my phone,positive
18942,yes2 bgt ! if everything go well i will catch their reunion concert,neutral
18943,jamie i guess ! i really suprise,neutral
18944,this day jus keep get well and well fml,positive
18945,because my dad the tv to loud then i get creep i a dodgy neighbourhood and there someone my bush,positive
18946,assfuck i`m sorry roll okay i give i such a sucker,neutral
18947,just watch it youtube and its hilarious i laugh trough it seriously guy so funny greeting germany ...,negative
18948,just get home ! let us all connect god constantly,positive
18949,need dayquil,neutral
18950,where my sleep run off ?,neutral
18951,aw i sorry i root you just to let you know !,neutral
18952,i not a supermodel i still eat mcdonalds baby that s just me !,positive
18953,i high cholesterol,neutral
18954,moodle intro training this morning ... age since i do that and only booking,negative
18955,somewhere the center ...,neutral
18956,it a perfect day to throw back your head and kiss it all good bye love it so cheerful ! ?,neutral
18957,as predict i feel lyk gahh i hate bein ill ! wrk tweet lata,positive
18958,surprise unfortunately yes,negative
18959,get ta go the doctor this morning i feel so sick right now i can barely talk but i still yell the house laugh Loud,negative
18960,just change my car tire cost me a bomb,negative
18961,really !,negative
18962,that really suck i think i may cry if i skip anything important i not comp get to disposable,neutral
18963,think yes man good a blast old friend tonight and hear some great music,negative
18964,i slowly reallize how this burn i get work hour ago really suck,positive
18965,forget to set the alarm a am ride hope i can a few easy mile work tomorrow the gap !,negative
18966,happy mothers day all the baby mommass ! roll the Floor Laughing,positive
18967,sadly it not i so hopeful american doll posse too ... it just so blah and vacant dynamic,positive
18968,this herniate disc suck i stick mostly my back when i could out ride,negative
18969,ugh i hate wait airport i could not find a seat near an outlet either,negative
18970,i outta here ... see you guy later or tomorrow happy mom`s day again !,negative
18971,as old as the answer the ultimate question life the universe & everything that`s all the non - hitchiker guide fan,positive
18972,i park fs yet no ticket,neutral
18973,why never reply mee he must really hate me l,neutral
18974,hahahaha nice i give bio cos idk what the hell i do so hello chem,negative
18975,nah you just alter forever enjoy,negative
18976,work to go,positive
18977,do study bout the earth,neutral
18978,happy motherss dayy so my sister decide to make lunch ... hmph but i decorate the house ! andd then i dance and sing hahaa,neutral
18979,no class the next day ... but work everyday today til next wednesday so sad,positive
18980,no You miss me ! laugh loud,negative
18981,hope your son okay !,negative
18982,just hangin home watchin twiligghhtt and readin it again ! laugh loud school sukke today bahaha,positive
18983,awesome ! wish i could fly to see her,negative
18984,boyfriend out friend tonight don`t know what to my evening,positive
18985,i wish i could call you but it will cost a lot my parent wo nt let me,neutral
18986,happy mothers day oh and no i nt read it yet will now,neutral
18987,you own a didgeridoo ? !,positive
18988,mean where ?,neutral
18989,% people yrs dk facebook more profile than citizen that range where you dk ? and why,neutral
18990,listen maroon song jane my favourite album time,neutral
18991,thank get me bottle water,positive
18992,sit garden my mummy and also get a text the boy who i think get the hint obviously not,positive
18993,shuut stupid,neutral
18994,yeah that sound more sensible think you a heston bleumenthal moment genius somehow !,positive
18995,i miss,positive
18996,you really just call me ... wow that the reality check the day laugh loud,negative
18997,tyre to pack my aruba trip soul beach music fest,positive
18998,the pink straw also make you manly,neutral
18999,this hiatus yours like ... really long boo,neutral
19000,happy mother`s day !,negative
19001,odee early a call some1 who i not hear a very lonq time,positive
19002,go our cabin soon,neutral
19003,i get nothing witty to tweet,neutral
19004,take mommy the airport,positive
19005,they evil mean people who hurt you i a terrible phobia dentist but toothache hell this week,neutral
19006,back in li ago n still make it to work yay me,negative
19007,live tv come the xbox but only if you live the uk,positive
19008,eesh sorry to hear that that not go to make travel michigan very fun,neutral
19009,set bookmark my new blackberry curve now anyone work can me anytime !,negative
19010,laugh Loud not mention it my pleasure !,neutral
19011,get school detention lunch time and if i nt go them i will more school,positive
19012,peel so much ! i feel so bad,negative
19013,have margaritas w/ mommie ... what a great combo !,negative
19014,good mornig everone ... it a great morning the evening i play the theatre lord the fly it so much fun !,positive
19015,i ok stick a coach come back nan today and its lovely sunshine too,positive
19016,no email ? just kid it can wait fill form now ... seriously,positive
19017,never a relaxing weekend the allahpundit,neutral
19018,august84 hahahaha now that a spooky wish babe how a lifetime supply shoe match bag and constant weight ?,negative
19019,bacon fail end a commiseration muffin,negative
19020,say hi me i depressed cause i ca nt see you,negative
19021,you very sweet my everyday hero friend,negative
19022,i seem to run a bit a keychain issue user differ /library keychain system.keychain should owner,positive
19023,i hate it when my sweetie a bad day,neutral
19024,i sorry deep breath i start a program call panicaway ... it work wonder,negative
19025,pfft fan this helicopter imaginary penis hi drake ! welcome the real world,neutral
19026,get ready the concert tonight ! yay,neutral
19027,just chill my room the computer,positive
19028,sky you get me singe fall love now only i change the week day saturday doesn`t quite fit,positive
19029,it overwhelming how i finally catch my cousin bff since i who i not see year ah memory miss her,negative
19030,lure her a foot massage !,neutral
19031,lucky ! i still want those blue one,positive
19032,start a great mother`s day season !,positive
19033,work yess ! super hungry,positive
19034,work early frustrate myself my own work i get frustrate other work not much time design today,negative
19035,clean,negative
19036,i call kris he not pick i feel really bad ha ha,neutral
19037,well finish an order this little guy first tho time to go cheerio an drasda !,negative
19038,moses and his girlfriend break !,neutral
19039,the hulk great movie you may recognize toronto`s younge street some the fight scene,negative
19040,hope to hear you all soon,positive
19041,i a crush this guy my job name tyler and his eye blue and very mesmerizing and he too cool nite,positive
19042,my dog die today we her year i miss her so much,positive
19043,yeah but it not sound indie enough i some other tune and then pick mo style 1hour ! i will c You then EMOTION_WINK,negative
19044,thanx mang ! she s due june 12th and yezzir the first baby boi,neutral
19045,i ca nt afford it go school here ? !,positive
19046,where the good music and lyric ? ! it seem like human lose their ability to understand what s good and what s bad,negative
19047,just to drive crazy i miss the big blue select tweet highlight i can not tell which tweet select anymore,neutral
19048,home sick,negative
19049,haha what the that ! you not want me to leave,negative
19050,hope it nt too hot a summer then.hows little today good i hope.lol,neutral
19051,hey get your text sms i plan maybe just catch a flick tonight last night a wee bit too much me,positive
19052,if you mean heavy rain n flood bkk last night lucky i out bkk,negative
19053,i know sleep so over rate ! who need it right,positive
19054,uh wait ... i think this the 29th tonight,negative
19055,i still like coldplay i just say that my fav cd and they my fav band too !,neutral
19056,it`s gloomy as hell today,positive
19057,l need some more aussie !,negative
19058,south philly passyunk square area ! closer street,neutral
19059,my good mate find that i move she not understand i wanna something my life leave to go uni,neutral
19060,paint it like what You ur hair,negative
19061,miss how it use to,neutral
19062,i lose count sorry i let You down ...,negative
19063,buy me a taco ! haha i not want to stand line,negative
19064,oh god i feel like,neutral
19065,i guess you not hear the grumble when kindle come no cover my purse + eink screen shortcut broken screen,negative
19066,dam only vote not gon na win anything now,neutral
19067,and we back buisiness,negative
19068,okay i need to find another way then lolz,neutral
19069,morning ! hope you all a lovely holiday monday whatever you go to,neutral
19070,hehe sure thing,positive
19071,kiss ! or its screwed i will a raggy old cat woman ha i pretty sure it,neutral
19072,bad day,negative
19073,my camera`s a douchee it stop work,negative
19074,ugh i feel like gon na call out my class today hope it nt affect my grade,negative
19075,aww that cute,neutral
19076,rob get lucky that game he beat me,positive
19077,fun even tho You forgot my bday,positive
19078,sigh joe sings so purdy he make me feel well,positive
19079,the hongkong international airport to wait hour our next flight cebu,positive
19080,no it not,neutral
19081,can not make it graduation ...,neutral
19082,fml i ca nt loose another friend,negative
19083,mee too and its bad when i bored ... i eat laugh loud,negative
19084,and why they think how much they want it a factor ? i really want to and fit again but that just not go to happen,negative
19085,sup guy just downloaded tweetdeck gettin a move right now tweet me some nice clothe sit or summat,negative
19086,field day over lot great action foto ate lunch need showr tidy hse ready stamp club the Way mexican skin get tan,positive
19087,up like the cable company and not show til the last possible moment ? i would like to take a nap school get,neutral
19088,very much disappointed the angel and demon movie shame it a great book,neutral
19089,rough start my day take this one don so as not to spread my bad vibe hope you all a great weekend ! i outty,neutral
19090,chocolate milk so much well a straw i lack say straw,neutral
19091,ocean sound cd,positive
19092,sushi w/ well cook veggie preggo me now trolley car birthday party mckinney ave i actially feel awake once !,neutral
19093,theme tune ? your robin i batman !,positive
19094,yep nothing better,neutral
19095,work about an hour nothing hardcore sit starbuck wait to start work,negative
19096,long flight ever not particularly unpleasant or uncomfortable just really really long,neutral
19097,yes all my own oh go bed a minor soap marathon photo editing night me ohh inn the lake nice food,neutral
19098,i wish i still cornwall i miss my auntie`s dog,positive
19099,my friend a massive beatle fan and she not impress,negative
19100,no money no honey ! hehe too soon sorry,negative
19101,hey tweeterz go itunes now & buy and cabrera s new hit single tell it like it,neutral
19102,i miss my wacom especially the mouse laptop touch pad horrible,neutral
19103,honestly home alone,negative
19104,so i not a pe but i a pocket artoo !,positive
19105,wattup bro how s it go i see ya twitt kick butt jv,neutral
19106,she not make the challenge,neutral
19107,i glad i not class friday i need the break ! algebra test wednesday,neutral
19108,i love when my ipod shuffle so all the good song all together,neutral
19109,sit the car my ipod about to die so i not gon na anything to,positive
19110,star trek awesome ! kirk hot spock cool it`s fun cool and sexy definitely worth see i see it the cinerama,neutral
19111,oh and yes y metros but i nt think i will drink i think i mite work the nextday,positive
19112,more goal gila ! but his last game milan dillematic me,neutral
19113,wake feel a little special ... i nt thing drink the bar dry the card when i finally sober its home time i think,negative
19114,mine pool ... just someone else pocket,positive
19115,anyone drive a newish diesel car ? any advice pro con not interested old diesel car need recent model experience eg suv,neutral
19116,but i get dibs sulu ...,negative
19117,work extra hour ...,neutral
19118,my heart yours ?,neutral
19119,and you suck horribly the world an even balance,neutral
19120,house hunting next no fun !,negative
19121,hawks lose but it a good time,negative
19122,i the bad stuffy nose ever spend the night and i take too much sudafe !,positive
19123,my twitteerr babiieshow i ve miss you i hate this whole not have a phone thng,negative
19124,sulumit retsambew think a here a there pretty soon it add to real money,negative
19125,hehehe ! you tryna find another condom better You box cuz i m a take You all em,neutral
19126,say morning plurk just wake haha,neutral
19127,i not comfortable this announcement,neutral
19128,i sure you would consider it if they offerre the right price,negative
19129,gleneagle then champagne reception can`t beat it ! i in alone my tea rubbish and i ve do housework,positive
19130,upload video geje di youtube,negative
19131,i need to it together ricky get home he not go to pleased me break this bathroom,neutral
19132,twist cld You follow me ill love You forever,negative
19133,i appreciate the effort my skin much soft than your screen,positive
19134,she all grow,positive
19135,if you carry your childhood you you never become old a sutzkever,neutral
19136,i not believe there anything bad than lose a good friend,neutral
19137,they take my property,negative
19138,traffic horrific i jus wanna gt my dog,negative
19139,know hahah xd what cha do ?,negative
19140,funny you should mention that i a full unopened jar nesscafi ?     my cupboard but no milk,neutral
19141,that`s awesome ! we that this weekend too but i can not go because i move this sit i should a lot fun though,negative
19142,go your tweet right now probably miss all the good one the last hour,positive
19143,play zeke he leave today,neutral
19144,hey what up ? my name caleb and i your new follower !,neutral
19145,all i want to see him tonight and i know it not gon na happen,neutral
19146,i pray you sorry to hear your bro man,neutral
19147,maybe i will not get a call,negative
19148,ugh final exam today ready my summer to start,neutral
19149,d happy birthday,neutral
19150,ian wait a very important pic,positive
19151,friend traveller`s tale hold a farewell party me but i kinda disappoint them that i would still here sep my fault,neutral
19152,i such a chicken,negative
19153,i work a room the middle the office thus no window we call it the programmer cave i can only imagine the sky,neutral
19154,need to buy a bluetooth device machine,neutral
19155,really disappointed i can not make it bloomington launch party tonight if you you should check it,neutral
19156,pearlyn`s place gran`s bday + mother ` day dinner tonight ! mom go adult svc today l happy mother ` day mom,negative
19157,left school just now my new dress break the strap rip,positive
19158,i can not figure the empire puzzle stick,negative
19159,just watch evan longoria,negative
19160,the hot and stressi day work f the area manager so happy to go home !,neutral
19161,also why paracetamol so hard to swallow ? even when the long one snap half ow,neutral
19162,hey there ! a glorious morning monday`s animation mode,negative
19163,bop and that marisa mauro can go use a banana as a srsly some people such arsehole,positive
19164,agree !,negative
19165,the columbus blue jacke may moviee to anew city to play that s sad news,neutral
19166,i miss everyone ... i need face not witty situational update but these will,negative
19167,reality morning trish fun today,positive
19168,share another i d draft,positive
19169,i stupid and nt it now i ca nt find it i think i to ebay but that scare me,neutral
19170,i not gon na here when the new transformer come i will colombia,negative
19171,any kimbeommie update ?,neutral
19172,cool never hear that ny,neutral
19173,ever a pointless argument drunk mum drunk nan and drunk mum bf while have dinner ? i fun time all round hahah,neutral
19174,tired goodnight everyone,positive
19175,when you re kawawa you make me kawawa cuz i hate see you so kawawa`s ohh EMOTION_LOVE,neutral
19176,wait foreigner start,negative
19177,no i not see it yet ! but once it come dvd EMOTION_WINK hehe haha,neutral
19178,when the sun go ! ?,positive
19179,yay my friend glen here now i like this,neutral
19180,presentation finish busted ankle stupido model break catwalk and i twice fall hole beautiful bottle green mary janes,positive
19181,i love you twitskie,neutral
19182,i go to try to some sleep goonight twitter a nice mother`s day,positive
19183,excited so and mother`s day,positive
19184,why you come sept ? that when i start school,positive
19185,zombie wrangler sound like fun i not halo war,neutral
19186,bore riah fall asleep and now i nothing to maybe i will go bed good night,positive
19187,a 9650se not fast enough x25-m ssd raid5 iop the hpt may try an adaptec 1.2ghz,neutral
19188,answer my really cool question,negative
19189,not feel well all today ! ugh ca nt i just go home,positive
19190,find my friend nt actually but hey happen,negative
19191,i like this new trend who next ?,negative
19192,take mum lunch mother day,positive
19193,my first pos,neutral
19194,happy mother`s day all the mom out there ! just finish have lunch my relative i wuv you mommy and granny hahaha,neutral
19195,you still class ? ouch,positive
19196,that true it`s their discretion nice them also help so far i not turn EMOTION_WINK,negative
19197,drop my mum the station i will miss You mum,positive
19198,get some sleep stuff the family and a ton homework tomorrow night,negative
19199,it unny today or not ? take too long to decide haha i wna get a tan,neutral
19200,yes i quite unsure aswell,neutral
19201,music work today its so painful,negative
19202,thank sharing,negative
19203,haha nice wheel victoria will do her own peddling thankfully the boy will the free ride,positive
19204,i that problem adult shirt too it`s so annoying since a lot adult player shirt not come kid size,positive
19205,yay get errand do ! oh an assortment out my control thing top w/ a race haha,negative
19206,my son`s first tooth come but he leave it school,negative
19207,the moon you mean jim bob obviously or fruitbat ? i think jim bob play brixton the weekend cldnt go,neutral
19208,our vedanta class we a saying chit happen chit mind vibration or thought,neutral
19209,just buy bouquet flower and put em all together and arrange them all pretty my momma the morning ! proud myself,neutral
19210,sleepy time happy mother day all You momz,positive
19211,i start and fisnihse gossip girl yesert day,positive
19212,oh no ! hope they get you in soon and can make you feel all well hug the other coast,neutral
19213,leisure bay beach i see the pic not uploaded last time grr !,positive
19214,thank ! happy mother`s day you too,neutral
19215,time work,positive
19216,hey jk ... wish evenlyn a happy mother day tomora me i a great day my gift will ticket to see ere oz,neutral
19217,just get a nasty argument someone i normally like very much she not forgive well either,positive
19218,you tell us,neutral
19219,go to sleep now goodnight ! xoxo,neutral
19220,go my brother`s wedding princeton next sat to buy a navy blue sports coat and gray pant total goodwill,positive
19221,ahh i needa hurry and shower this huge storm hit,neutral
19222,it so miserably hot the a c my house break,negative
19223,burnett firmly embed her hampstead constituency then,negative
19224,aww you will to post a pic i bet it will look dead nice y,neutral
19225,just get back school shemms ! summer class officially end,positive
19226,my friend go new york me and all i get this picture her and will smith,neutral
19227,ta very much ! happy b day g son,neutral
19228,too hot station not pack but train packed no window open train roasted sardine,positive
19229,haha what can i say you a great teacher ! you learn the good ... hannah montana,negative
19230,he kill everyone nothing :o,positive
19231,good to see you hear as well andy !,negative
19232,want to feel well,positive
19233,eat organic jelly bean,positive
19234,You drink mor than all th g1freaks put togetha !,neutral
19235,your schmoo move ? you sad,neutral
19236,i use to a remote my tv,neutral
19237,school finally no more test or work yes ! but i gunna miss alot ppl,neutral
19238,whaa ? you really should and definitely optional though i like them but i also crazy,negative
19239,there`s very few film tv job especially wmid and i can not afford to move away yet ! sorry i miss you,positive
19240,elj appreciate uni email helpful,negative
19241,think my fridge may die ... please not this week pleeassee !,positive
19242,yeah quite a few kid my school get swine flu they only close the school if its kid or more,neutral
19243,twice a week qantas club lounge computer break flyertalk,neutral
19244,it`s almost time to go bed,neutral
19245,choke her retainer,neutral
19246,auto resolve that a geek tech answer most question ?,negative
19247,oh i see my grandparent ilocos as well but they move nueva ecija,neutral
19248,why cd hmv so overpriced ? i i hate have no money,neutral
19249,i feel sick and i a solo tonight my vocal jazz concert great,negative
19250,the sing store will not work,neutral
19251,got my beathing suit that i order victoia`s secret but i to exchange the bottom so i to wait another week,neutral
19252,download movie ben alien force cool movie,neutral
19253,yeah i there my son so we go only the kid friendly place nowEMOTION_WINK congrat the baby !,positive
19254,graveyard charge my card twice correct total random amt last night`s atltweet tweetup check your account !,positive
19255,drinkin chai tea and not sleep and checkin out some cool peep,neutral
19256,i actually mean to type end september but i the middle a conversation someone and i ca nt multitask,neutral
19257,a great talk tony this afternoon ... we go to give it another go,neutral
19258,happy mother`s day all the mom ! if you an awesome mom you will help savechuck,positive
19259,ghh ! go an hour earlier bed think ill an area hr sleep wake an hr earlier today gon na a loong one again,positive
19260,ooh i a headache get to go work now,negative
19261,its fun though,positive
19262,hate i go to miss the tweet this weekend,positive
19263,hahahaha aww uduhn lun me no mor ?,negative
19264,thank dude a low level business man its hard to normal credit card also our place not list any bank,neutral
19265,noo ! thehannabeth i a crush ... EMOTION_WINK,neutral
19266,i think he mean this pic i not know what other one he may see ! but really this as hot as it get,positive
19267,hi-5 all my friend and umm thank the follow and enjoy the ride if i make too many trip i will You and You got ta go i get it,neutral
19268,that and a half hour complete now chillaxe half,positive
19269,my dog suffer abandonment issue she think i move her,neutral
19270,someone save me boredom,negative
19271,the new tecas driver license design ugly,negative
19272,happy mothers day mum,negative
19273,the definitely go ... sell the and 200f2 too heavy think i will away the ? twedde,positive
19274,wake about hour sleep feel better now,neutral
19275,i back long island today spend the weekend manchester vt hope you a great week ahead,positive
19276,grass mow i can haz playtime now ? no say we errand to run,positive
19277,now i feel leave ... all alone az laugh loud,neutral
19278,amy You already check the antic parella and marcia ? news ... and entertainment twitter,neutral
19279,more day baby,neutral
19280,just take my good friend year how well you know katie outzen quiz and fail how that happen ? its just so sad !,neutral
19281,engage may 1st the good guy i could not happy ! i love you jay,negative
19282,just finish clean the bathroom now i smell like clorox,positive
19283,hug you not able shag crush anymore x,negative
19284,they not use msn either i not think and they thousand mile away so can not it face face,positive
19285,mqm opt to strike may 12th altaf bhai to unveil what really happen karachi,negative
19286,yea i about to call you shallow but you save yourself say he make good music,neutral
19287,i nothing to,positive
19288,no dayuum 5o`clock well,neutral
19289,anytime now laugh Loud i just read and stuff,neutral
19290,watch gross point blank,neutral
19291,anyway can`t take this no longer or my mind will blow,neutral
19292,work full weekend vengaboys zane lowe wolf gladiator memory,negative
19293,thank,neutral
19294,play my puppy,positive
19295,i too tired,positive
19296,good morning melody ! wish you a wonderful mother`s day your family,negative
19297,the grove just watch star trek grab some food,positive
19298,you ever sleep ?,neutral
19299,i know i so excited them !,neutral
19300,love your new avatar !,positive
19301,what the ! ? it`s only oh my god my internal clock really noo,positive
19302,well do guy ! i gon na miss the tweet,negative
19303,just lose internet and i a raid os,neutral
19304,i still another hour,negative
19305,right,neutral
19306,the tour start yay day an awesome time ! love the video xd,neutral
19307,sigh me miss them day !,positive
19308,just the long lie a while thank goodness neck still painful but today i go to head y !,negative
19309,just watch camp rock eat raspberry ripple icecream awesome,neutral
19310,shower time,positive
19311,get ta ready to leave alec and i go hunt outside volterra this should fun talk everyone later,neutral
19312,sore ultimate ... try to figure how to pay school next semester,positive
19313,i go to visit my sister today but she grumpy i will just chill home the family and visit her tomorrow,negative
19314,i assume nobody use portableapps anymore except myself that case forget what i say earlier,neutral
19315,hey wanda great to tweet You and many thank You the info dobro and what a fantastic sound son house a fav mine,neutral
19316,die again kp gon na upgrade some my spell now first head back there ... eq2,positive
19317,drive fast so much fun i go a hahaha goodnight !,negative
19318,time diff and i just wrap day day stuff so i nt tweet talk soon must sleep ... up,positive
19319,take the caltrain to go see the giant it`s cold and someone smell like pee,neutral
19320,music i always blunt my feeling never seem to any good,negative
19321,happy mother`s day all you mom out there,negative
19322,damm it ! i not a pic niamh her 3d glass,positive
19323,try so hard to not worry and peace despite her circumstance but wonder why some christian the one make it so hard,neutral
19324,yeah not mean to,negative
19325,that not good to hear ! i hope everything fine i will keep you & your family prayer i love you isabela uribe,neutral
19326,you ipod freeze when i need you most,neutral
19327,hi my love ! i ok just try to these final they go to the death me how you,negative
19328,yeah i kno ... i`m tryna change it bac but its not lettin mee,neutral
19329,rode a jeep home my mentor hear his story fineart pretty cool,neutral
19330,ahh lincoln ... run see you hour,positive
19331,math quiz if meow but allergy then meow allergy ?,neutral
19332,and now i to shut computer and ready to go home work what a bummer,neutral
19333,i fight jere the death to avoid a wet willy but he get me anyway q come over bike ride ?,negative
19334,i wanna buy a copy but i ai nt that rich just buy some more copy urself hahah,negative
19335,my shoe take and my slipper put my foot !,negative
19336,nice weather today alex,neutral
19337,congratulation the test !,positive
19338,add comment my friend want sum ?,positive
19339,just enjoy steak quesadilla ! kinda mad cause i gon na miss the laker game,neutral
19340,briliant ! may the fourth be you starwarsday starwar,neutral
19341,i get bite tick all the time i eat a ton garlic the summer to keep them and mosquitoe away ! boo,positive
19342,i ca nt stand summer fever me and when the weather get really humid laugh Loud,negative
19343,need word part then freedom another few assignment and exam,negative
19344,thank all the new follower well i go a tonight and its am so i will follow you tomorrow much love,neutral
19345,sweet booth newport ... but all the people outside,positive
19346,work my and i completely happy,neutral
19347,sad but true i should nt right ?,positive
19348,word ! ?,negative
19349,You should tell ppl where u`ll be vancouver,neutral
19350,dude fail i know exactly where this place too,neutral
19351,why no sn ... o. yeah sad day,negative
19352,lay bed texting good night,negative
19353,i ai nt get no money to buy any cred to call You and london,positive
19354,you should an the safesex topic,neutral
19355,hope our wish come true someday,neutral
19356,bbc malaria parasite become resistant drug this really not good as malaria affect so many people,positive
19357,beach ... yummy steak and catch lose my man lovely day,negative
19358,thank lovely will let you know when its up and ready ! the baby havs gorgeous i want something to put them,positive
19359,have a wonderful piece cake lunch what else could i want ?,positive
19360,so boore i learn this though ! ?,positive
19361,many many thank ! it`s school wee,negative
19362,month end ... still stuck my office wait the straggler to there s ! t together,positive
19363,ouch ! i can not even look that one just know it exist it enough me,negative
19364,uh oh ! hope nothing too damaged,negative
19365,oh dear i take back my request i get so drunk fizz ! and i def regret it the next day sure fire hangover,positive
19366,ugh blister both my big toe and both my leg and my shoulder raw as my life suck right now,negative
19367,it like triple what i get so it a lot me as well well do,negative
19368,oo look who get a pic ! so much swim today,positive
19369,i a great house to sell you ! come complete a ride mower,neutral
19370,bear beet and ... never mind how sg1 take and wasabi vodka ginger ale and lime,positive
19371,pc i agree ... we a problem we must stop spending and only work !,negative
19372,you know what ? i a good little life and i love it,negative
19373,my husband just go fish how come knit keep you home ? i need a lady hobby that let me out cooking,positive
19374,make a milo,neutral
19375,sew thing nice i feel crafty and productive and foxy,neutral
19376,ooh i kno eekk ! rock,positive
